WORD,MPQA,OPENER,OL,VADER,DALX
danger,-1.0,-1.0,-1.0,-1.0,-1.0
dangered,-0.6,-0.6,-0.6,-0.6,
dangering,-0.625,-0.625,-0.625,-0.625,
dangerous,-1.0,-1.0,-1.0,-1.0,-1.0
dangerously,-1.0,-1.0,-1.0,-1.0,-1.0
dangerousness,-1.0,-1.0,-1.0,-0.5,
dangers,-1.0,-1.0,-1.0,-1.0,-1.0
dangle,-1.0,-1.0,-1.0,-1.0,-1.0
danke,1.0,1.0,1.0,1.0,
danken,1.0,1.0,1.0,1.0,
dare,-1.0,-1.0,-1.0,-1.0,-1.0
daredevil,0.125,0.125,0.125,0.125,
daring,1.0,1.0,1.0,0.375,
daringly,1.0,1.0,1.0,0.525,
daringness,0.35,0.35,0.35,0.35,
darings,0.1,0.1,0.1,0.1,
dark,-1.0,-1.0,-1.0,-1.0,-1.0
darken,-1.0,-1.0,-1.0,-1.0,-1.0
darkened,-1.0,-1.0,-1.0,-1.0,-1.0
darker,-1.0,-1.0,-1.0,-1.0,
darkest,-0.55,-0.55,-0.55,-0.55,
darkness,-1.0,-1.0,-1.0,-1.0,-1.0
darling,1.0,1.0,1.0,1.0,1.0
darlingly,0.4,0.4,0.4,0.4,
darlingness,0.575,0.575,0.575,0.575,
darlings,0.55,0.55,0.55,0.55,
darn,-1.0,-1.0,-1.0,-1.0,
dash,-1.0,-1.0,-1.0,-1.0,-1.0
dashing,1.0,1.0,1.0,1.0,
dastard,-1.0,-1.0,-1.0,-1.0,
dastardly,-1.0,-1.0,-1.0,-1.0,
daunt,-1.0,-1.0,-1.0,-1.0,
daunting,-1.0,-1.0,-1.0,-1.0,
dauntingly,-1.0,-1.0,-1.0,-1.0,
dauntless,1.0,1.0,1.0,0.575,
dawdle,-1.0,-1.0,-1.0,-1.0,
dawn,1.0,1.0,1.0,1.0,
daydream,1.0,1.0,1.0,1.0,
daydreamer,1.0,1.0,1.0,1.0,
daze,-1.0,-1.0,-1.0,-0.175,
dazed,-1.0,-1.0,-1.0,-1.0,-1.0
dazedly,-0.1,-0.1,-0.1,-0.1,
dazedness,-0.125,-0.125,-0.125,-0.125,
dazes,-0.075,-0.075,-0.075,-0.075,
dazzle,1.0,1.0,1.0,1.0,1.0
dazzled,1.0,1.0,1.0,1.0,
dazzling,1.0,1.0,1.0,1.0,1.0
dead,-1.0,-1.0,-1.0,-1.0,-1.0
dead-cheap,1.0,1.0,1.0,1.0,
dead-on,1.0,1.0,1.0,1.0,1.0
deadbeat,-1.0,-1.0,-1.0,-1.0,-1.0
deadlock,-1.0,-1.0,-1.0,-1.0,-1.0
deadly,-1.0,-1.0,-1.0,-1.0,-1.0
deadweight,-1.0,-1.0,-1.0,-1.0,
deaf,-1.0,-1.0,-1.0,-1.0,-1.0
deafening,-1.0,-1.0,-1.0,-1.0,-1.0
deal,1.0,1.0,1.0,1.0,
dear,1.0,1.0,0.7999999999999999,0.4,
dearer,0.475,0.475,0.475,0.475,
dearest,0.65,0.65,0.65,0.65,
dearie,0.55,0.55,0.55,0.55,
dearies,0.25,0.25,0.25,0.25,
dearly,0.45,0.45,0.45,0.45,
dearness,0.5,0.5,0.5,0.5,
dears,-1.0,-1.0,-1.0,-1.0,-1.0
dearth,-1.0,-1.0,-1.0,-1.0,-1.0
dearths,-0.225,-0.225,-0.225,-0.225,
deary,0.475,0.475,0.475,0.475,
death,-1.0,-1.0,-1.0,-1.0,-1.0
debacle,-1.0,-1.0,-1.0,-1.0,-1.0
debase,-1.0,-1.0,-1.0,-1.0,
debasement,-1.0,-1.0,-1.0,-1.0,
debaser,-1.0,-1.0,-1.0,-1.0,
debatable,-1.0,-1.0,-1.0,-1.0,
debate,-1.0,-1.0,-1.0,-1.0,-1.0
debauch,-1.0,-1.0,-1.0,-1.0,
debaucher,-1.0,-1.0,-1.0,-1.0,
debauchery,-1.0,-1.0,-1.0,-1.0,-1.0
debilitate,-1.0,-1.0,-1.0,-1.0,
debilitating,-1.0,-1.0,-1.0,-1.0,-1.0
debility,-1.0,-1.0,-1.0,-1.0,
debonair,1.0,1.0,1.0,1.0,1.0
debt,-1.0,-1.0,-1.0,-1.0,-1.0
debts,-1.0,-1.0,-1.0,-1.0,-1.0
decadence,1.0,1.0,1.0,1.0,1.0
decadent,1.0,1.0,1.0,1.0,1.0
decay,-1.0,-1.0,-1.0,-1.0,-1.0
decayed,-1.0,-1.0,-1.0,-1.0,-1.0
decayer,-0.4,-0.4,-0.4,-0.4,
decayers,-0.4,-0.4,-0.4,-0.4,
decaying,-1.0,-1.0,-1.0,-1.0,-1.0
decays,-0.425,-0.425,-0.425,-0.425,
deceit,-1.0,-1.0,-1.0,-1.0,-1.0
deceitful,-1.0,-1.0,-1.0,-1.0,-1.0
deceitfully,-1.0,-1.0,-1.0,-1.0,-1.0
deceitfulness,-1.0,-1.0,-1.0,-1.0,-1.0
deceive,-1.0,-1.0,-1.0,-1.0,-1.0
deceived,-1.0,-1.0,-1.0,-1.0,-1.0
deceiver,-1.0,-1.0,-1.0,-1.0,
deceivers,-1.0,-1.0,-1.0,-1.0,-1.0
deceives,-0.4,-0.4,-0.4,-0.4,
deceiving,-1.0,-1.0,-1.0,-1.0,-1.0
decency,-1.0,-1.0,-1.0,-1.0,-1.0
decent,1.0,1.0,1.0,1.0,1.0
deception,-1.0,-1.0,-1.0,-1.0,-1.0
deceptive,-1.0,-1.0,-1.0,-1.0,-1.0
deceptively,-1.0,-1.0,-1.0,-1.0,
decide,0.0,0.0,0.0,0.0,
decisive,1.0,1.0,1.0,1.0,1.0
decisiveness,1.0,1.0,1.0,1.0,
declaim,-1.0,-1.0,-1.0,-1.0,
decline,-1.0,-1.0,-1.0,-1.0,-1.0
declines,-1.0,-1.0,-1.0,-1.0,-1.0
declining,-1.0,-1.0,-1.0,-1.0,-1.0
decrease,-1.0,-1.0,-1.0,-1.0,
decreasing,-1.0,-1.0,-1.0,-1.0,
decrement,-1.0,-1.0,-1.0,-1.0,
decrepit,-1.0,-1.0,-1.0,-1.0,-1.0
decrepitude,-1.0,-1.0,-1.0,-1.0,
decry,-1.0,-1.0,-1.0,-1.0,
dedicated,1.0,1.0,1.0,1.0,1.0
deduce,0.0,0.0,0.0,0.0,
deep,-0.5,-0.5,-0.5,-0.5,
deepening,-1.0,-1.0,-1.0,-1.0,
deeply,0.0,0.0,0.0,0.0,
defamation,-1.0,-1.0,-1.0,-1.0,-1.0
defamations,-1.0,-1.0,-1.0,-1.0,
defamatory,-1.0,-1.0,-1.0,-1.0,-1.0
defame,-1.0,-1.0,-1.0,-1.0,-1.0
defeat,-1.0,-1.0,-1.0,-1.0,-1.0
defeated,-1.0,-1.0,-1.0,-1.0,-1.0
defeater,-0.35,-0.35,-0.35,-0.35,
defeaters,-0.225,-0.225,-0.225,-0.225,
defeating,-1.0,-1.0,-1.0,-1.0,-1.0
defeatism,-0.325,-0.325,-0.325,-0.325,
defeatist,-0.425,-0.425,-0.425,-0.425,
defeatists,-0.525,-0.525,-0.525,-0.525,
defeats,-1.0,-1.0,-1.0,-1.0,-1.0
defeature,-0.475,-0.475,-0.475,-0.475,
defeatures,-0.375,-0.375,-0.375,-0.375,
defect,-1.0,-1.0,-1.0,-1.0,-1.0
defected,-1.0,-1.0,-1.0,-1.0,-1.0
defecting,-0.45,-0.45,-0.45,-0.45,
defection,-0.35,-0.35,-0.35,-0.35,
defections,-0.375,-0.375,-0.375,-0.375,
defective,-1.0,-1.0,-1.0,-1.0,-1.0
defectively,-0.525,-0.525,-0.525,-0.525,
defectiveness,-0.45,-0.45,-0.45,-0.45,
defectives,-0.45,-0.45,-0.45,-0.45,
defector,-0.475,-0.475,-0.475,-0.475,
defectors,-0.325,-0.325,-0.325,-0.325,
defects,-1.0,-1.0,-1.0,-1.0,-1.0
defence,-1.0,-1.0,-1.0,-1.0,-1.0
defenceman,0.1,0.1,0.1,0.1,
defencemen,0.15,0.15,0.15,0.15,
defences,-0.05,-0.05,-0.05,-0.05,
defend,-1.0,-1.0,-1.0,-1.0,-1.0
defender,-1.0,-1.0,-1.0,-1.0,-1.0
defenders,0.075,0.075,0.075,0.075,
defense,-1.0,-1.0,-1.0,-1.0,-1.0
defenseless,-1.0,-1.0,-1.0,-1.0,-1.0
defenselessly,-0.275,-0.275,-0.275,-0.275,
defenselessness,-0.325,-0.325,-0.325,-0.325,
defenseman,0.025,0.025,0.025,0.025,
defensemen,-0.1,-0.1,-0.1,-0.1,
defenses,-1.0,-1.0,-1.0,-1.0,-1.0
defensibility,0.1,0.1,0.1,0.1,
defensible,0.2,0.2,0.2,0.2,
defensibly,0.025,0.025,0.025,0.025,
defensive,-1.0,-1.0,-1.0,-1.0,-1.0
defensively,-1.0,-1.0,-1.0,-1.0,-1.0
defensiveness,-1.0,-1.0,-1.0,-1.0,-1.0
defensives,-0.075,-0.075,-0.075,-0.075,
defer,-0.3,-0.3,-0.3,-0.3,
deference,1.0,1.0,1.0,1.0,
deferring,-1.0,-1.0,-1.0,-1.0,-1.0
defiance,-1.0,-1.0,-1.0,-1.0,-1.0
defiant,-1.0,-1.0,-1.0,-1.0,-1.0
defiantly,1.0,1.0,1.0,1.0,1.0
deficiencies,-1.0,-1.0,-1.0,-1.0,
deficiency,-1.0,-1.0,-1.0,-1.0,-1.0
deficient,-1.0,-1.0,-1.0,-1.0,-1.0
deficit,-1.0,-1.0,-1.0,-1.0,-1.0
defile,-1.0,-1.0,-1.0,-1.0,-1.0
defiler,-1.0,-1.0,-1.0,-1.0,
definite,1.0,1.0,1.0,1.0,1.0
definitely,1.0,1.0,1.0,1.0,1.0
definitive,1.0,1.0,1.0,1.0,
definitively,1.0,1.0,1.0,1.0,1.0
deflationary,1.0,1.0,1.0,1.0,
deform,-1.0,-1.0,-1.0,-1.0,-1.0
deformed,-1.0,-1.0,-1.0,-1.0,-1.0
defrauding,-1.0,-1.0,-1.0,-1.0,-1.0
deft,1.0,1.0,1.0,1.0,1.0
defunct,-1.0,-1.0,-1.0,-1.0,-1.0
defy,-1.0,-1.0,-1.0,-1.0,-1.0
degenerate,-1.0,-1.0,-1.0,-1.0,-1.0
degenerately,-1.0,-1.0,-1.0,-1.0,
degeneration,-1.0,-1.0,-1.0,-1.0,
deginified,1.0,1.0,1.0,1.0,
degradable,-0.25,-0.25,-0.25,-0.25,
degradation,-1.0,-1.0,-1.0,-1.0,-1.0
degradations,-0.375,-0.375,-0.375,-0.375,
degradative,-0.5,-0.5,-0.5,-0.5,
degrade,-1.0,-1.0,-1.0,-1.0,-1.0
degraded,-1.0,-1.0,-1.0,-1.0,-1.0
degrader,-0.5,-0.5,-0.5,-0.5,
degraders,-0.5,-0.5,-0.5,-0.5,
degrades,-1.0,-1.0,-1.0,-1.0,-1.0
degrading,-1.0,-1.0,-1.0,-1.0,-1.0
degradingly,-1.0,-1.0,-1.0,-1.0,-1.0
dehumanization,-1.0,-1.0,-1.0,-1.0,
dehumanize,-1.0,-1.0,-1.0,-1.0,-1.0
dehumanized,-1.0,-1.0,-1.0,-1.0,-1.0
dehumanizes,-0.375,-0.375,-0.375,-0.375,
dehumanizing,-1.0,-1.0,-1.0,-1.0,-1.0
deign,-1.0,-1.0,-1.0,-1.0,-1.0
deject,-1.0,-1.0,-1.0,-0.55,
dejected,-1.0,-1.0,-1.0,-1.0,-1.0
dejectedly,-1.0,-1.0,-1.0,-1.0,-1.0
dejecting,-0.575,-0.575,-0.575,-0.575,
dejection,-1.0,-1.0,-1.0,-1.0,
dejects,-0.5,-0.5,-0.5,-0.5,
delay,-1.0,-1.0,-1.0,-1.0,-1.0
delayed,-1.0,-1.0,-1.0,-1.0,-1.0
delaying,-1.0,-1.0,-1.0,-1.0,-1.0
delays,-1.0,-1.0,-1.0,-1.0,-1.0
delectable,1.0,1.0,1.0,1.0,1.0
delectables,1.0,1.0,1.0,1.0,1.0
delectably,1.0,1.0,1.0,1.0,1.0
delicacy,1.0,1.0,1.0,1.0,1.0
delicate,1.0,1.0,1.0,0.05,
delicately,1.0,1.0,1.0,1.0,1.0
delicates,0.15,0.15,0.15,0.15,
delicatessen,1.0,1.0,1.0,1.0,1.0
delicatessens,0.1,0.1,0.1,0.1,
delicious,1.0,1.0,1.0,1.0,1.0
deliciously,1.0,1.0,1.0,1.0,1.0
deliciousness,1.0,1.0,1.0,1.0,1.0
delight,1.0,1.0,1.0,1.0,1.0
delighted,1.0,1.0,1.0,1.0,1.0
delightedly,0.6,0.6,0.6,0.6,
delightedness,0.525,0.525,0.525,0.525,
delighter,0.5,0.5,0.5,0.5,
delighters,0.65,0.65,0.65,0.65,
delightful,1.0,1.0,1.0,1.0,1.0
delightfully,1.0,1.0,1.0,1.0,1.0
delightfulness,1.0,1.0,1.0,0.525,
delighting,1.0,1.0,1.0,1.0,1.0
delights,1.0,1.0,1.0,1.0,1.0
delightsome,0.575,0.575,0.575,0.575,
delinquency,-1.0,-1.0,-1.0,-1.0,-1.0
delinquent,-1.0,-1.0,-1.0,-1.0,-1.0
delirious,-1.0,-1.0,-1.0,-1.0,-1.0
delirium,-1.0,-1.0,-1.0,-1.0,-1.0
delude,-1.0,-1.0,-1.0,-1.0,-1.0
deluded,-1.0,-1.0,-1.0,-1.0,-1.0
deluge,-1.0,-1.0,-1.0,-1.0,-1.0
delusion,-1.0,-1.0,-1.0,-1.0,-1.0
delusional,-1.0,-1.0,-1.0,-1.0,-1.0
delusions,-1.0,-1.0,-1.0,-1.0,-1.0
demand,0.0,0.0,-0.04166666666666666,-0.125,
demanded,-1.0,-1.0,-1.0,-1.0,-1.0
demanding,-1.0,-1.0,-1.0,-1.0,-1.0
demands,0.0,0.0,0.0,0.0,
demean,-1.0,-1.0,-1.0,-1.0,-1.0
demeaning,-1.0,-1.0,-1.0,-1.0,-1.0
demise,-1.0,-1.0,-1.0,-1.0,-1.0
democratic,1.0,1.0,1.0,1.0,
demolish,-1.0,-1.0,-1.0,-1.0,-1.0
demolisher,-1.0,-1.0,-1.0,-1.0,
demon,-1.0,-1.0,-1.0,-1.0,-1.0
demonic,-1.0,-1.0,-1.0,-1.0,-1.0
demonize,-1.0,-1.0,-1.0,-1.0,
demonized,-1.0,-1.0,-1.0,-1.0,
demonizes,-1.0,-1.0,-1.0,-1.0,
demonizing,-1.0,-1.0,-1.0,-1.0,
demonstration,1.0,1.0,1.0,1.0,1.0
demoralize,-1.0,-1.0,-1.0,-1.0,
demoralized,-1.0,-1.0,-1.0,-1.0,-1.0
demoralizing,-1.0,-1.0,-1.0,-1.0,-1.0
demoralizingly,-1.0,-1.0,-1.0,-1.0,
demystify,1.0,1.0,1.0,1.0,1.0
denial,-1.0,-1.0,-1.0,-1.0,-1.0
denied,-1.0,-1.0,-1.0,-1.0,-1.0
denier,-0.375,-0.375,-0.375,-0.375,
deniers,-0.275,-0.275,-0.275,-0.275,
denies,-1.0,-1.0,-1.0,-1.0,-1.0
denigrate,-1.0,-1.0,-1.0,-1.0,-1.0
denounce,-1.0,-1.0,-1.0,-0.35,
denounces,-0.475,-0.475,-0.475,-0.475,
dense,-1.0,-1.0,-1.0,-1.0,-1.0
dent,-1.0,-1.0,-1.0,-1.0,-1.0
dented,-1.0,-1.0,-1.0,-1.0,-1.0
dents,-1.0,-1.0,-1.0,-1.0,-1.0
denunciate,-1.0,-1.0,-1.0,-1.0,
denunciation,-1.0,-1.0,-1.0,-1.0,
denunciations,-1.0,-1.0,-1.0,-1.0,
deny,-1.0,-1.0,-1.0,-1.0,-1.0
denying,-1.0,-1.0,-1.0,-1.0,-1.0
dependable,1.0,1.0,1.0,1.0,1.0
dependably,1.0,1.0,1.0,1.0,1.0
dependent,1.0,1.0,1.0,1.0,1.0
deplete,-1.0,-1.0,-1.0,-1.0,
deplorable,-1.0,-1.0,-1.0,-1.0,-1.0
deplorably,-1.0,-1.0,-1.0,-1.0,-1.0
deplore,-1.0,-1.0,-1.0,-1.0,-1.0
deploring,-1.0,-1.0,-1.0,-1.0,
deploringly,-1.0,-1.0,-1.0,-1.0,
deprave,-1.0,-1.0,-1.0,-1.0,
depraved,-1.0,-1.0,-1.0,-1.0,-1.0
depravedly,-1.0,-1.0,-1.0,-1.0,
deprecate,-1.0,-1.0,-1.0,-1.0,
depress,-1.0,-1.0,-1.0,-1.0,-1.0
depressant,-1.0,-1.0,-1.0,-1.0,-1.0
depressants,-1.0,-1.0,-1.0,-1.0,-1.0
depressed,-1.0,-1.0,-1.0,-1.0,-1.0
depresses,-1.0,-1.0,-1.0,-1.0,-1.0
depressible,-0.425,-0.425,-0.425,-0.425,
depressing,-1.0,-1.0,-1.0,-1.0,-1.0
depressingly,-1.0,-1.0,-1.0,-1.0,-1.0
depression,-1.0,-1.0,-1.0,-1.0,-1.0
depressions,-1.0,-1.0,-1.0,-1.0,-1.0
depressive,-1.0,-1.0,-1.0,-1.0,-1.0
depressively,-0.525,-0.525,-0.525,-0.525,
depressives,-0.375,-0.375,-0.375,-0.375,
depressor,-0.45,-0.45,-0.45,-0.45,
depressors,-1.0,-1.0,-1.0,-1.0,-1.0
depressurization,-0.075,-0.075,-0.075,-0.075,
depressurizations,-0.1,-0.1,-0.1,-0.1,
depressurize,-0.125,-0.125,-0.125,-0.125,
depressurized,-0.075,-0.075,-0.075,-0.075,
depressurizes,-0.075,-0.075,-0.075,-0.075,
depressurizing,-0.175,-0.175,-0.175,-0.175,
deprival,-0.525,-0.525,-0.525,-0.525,
deprivals,-0.3,-0.3,-0.3,-0.3,
deprivation,-1.0,-1.0,-1.0,-1.0,-1.0
deprivations,-0.45,-0.45,-0.45,-0.45,
deprive,-1.0,-1.0,-1.0,-1.0,-1.0
deprived,-1.0,-1.0,-1.0,-1.0,-1.0
depriver,-0.4,-0.4,-0.4,-0.4,
deprivers,-0.35,-0.35,-0.35,-0.35,
deprives,-0.425,-0.425,-0.425,-0.425,
depriving,-1.0,-1.0,-1.0,-1.0,-1.0
derail,-1.0,-1.0,-1.0,-1.0,-1.0
derailed,-1.0,-1.0,-1.0,-1.0,-1.0
derails,-0.325,-0.325,-0.325,-0.325,
deride,-1.0,-1.0,-1.0,-1.0,-1.0
derided,-1.0,-1.0,-1.0,-1.0,-1.0
derides,-0.25,-0.25,-0.25,-0.25,
deriding,-0.375,-0.375,-0.375,-0.375,
derision,-1.0,-1.0,-1.0,-1.0,-1.0
derisive,-1.0,-1.0,-1.0,-1.0,-1.0
derisively,-1.0,-1.0,-1.0,-1.0,-1.0
derisiveness,-1.0,-1.0,-1.0,-1.0,
derogatory,-1.0,-1.0,-1.0,-1.0,-1.0
desecrate,-1.0,-1.0,-1.0,-1.0,
desert,-1.0,-1.0,-1.0,-1.0,
desertion,-1.0,-1.0,-1.0,-1.0,
deserve,1.0,1.0,1.0,1.0,1.0
deserved,1.0,1.0,1.0,1.0,1.0
deservedly,1.0,1.0,1.0,1.0,1.0
deserving,1.0,1.0,1.0,1.0,1.0
desiccate,-1.0,-1.0,-1.0,-1.0,
desiccated,-1.0,-1.0,-1.0,-1.0,-1.0
desirable,1.0,1.0,1.0,0.325,
desire,1.0,1.0,0.8083333333333332,0.425,
desired,0.275,0.275,0.275,0.275,
desiring,1.0,1.0,1.0,1.0,1.0
desirous,1.0,1.0,1.0,0.325,
desititute,-1.0,-1.0,-1.0,-1.0,
desolate,-1.0,-1.0,-1.0,-1.0,-1.0
desolately,-1.0,-1.0,-1.0,-1.0,
desolation,-1.0,-1.0,-1.0,-1.0,-1.0
despair,-1.0,-1.0,-1.0,-1.0,-1.0
despaired,-1.0,-1.0,-1.0,-1.0,-1.0
despairer,-0.325,-0.325,-0.325,-0.325,
despairers,-0.325,-0.325,-0.325,-0.325,
despairing,-1.0,-1.0,-1.0,-0.575,
despairingly,-1.0,-1.0,-1.0,-0.55,
despairs,-0.675,-0.675,-0.675,-0.675,
desperate,-1.0,-1.0,-1.0,-1.0,-1.0
desperately,-1.0,-1.0,-1.0,-0.4,
desperateness,-0.375,-0.375,-0.375,-0.375,
desperation,-1.0,-1.0,-1.0,-1.0,-1.0
desperations,-0.55,-0.55,-0.55,-0.55,
despicable,-1.0,-1.0,-1.0,-1.0,-1.0
despicably,-1.0,-1.0,-1.0,-1.0,-1.0
despise,-1.0,-1.0,-1.0,-1.0,-1.0
despised,-1.0,-1.0,-1.0,-1.0,-1.0
despisement,-0.6,-0.6,-0.6,-0.6,
despisements,-0.625,-0.625,-0.625,-0.625,
despiser,-0.45,-0.45,-0.45,-0.45,
despisers,-0.4,-0.4,-0.4,-0.4,
despises,-1.0,-1.0,-1.0,-1.0,-1.0
despising,-0.675,-0.675,-0.675,-0.675,
despite,-1.0,-1.0,-1.0,-1.0,-1.0
despoil,-1.0,-1.0,-1.0,-1.0,
despoiler,-1.0,-1.0,-1.0,-1.0,
despondence,-1.0,-1.0,-1.0,-1.0,
despondency,-1.0,-1.0,-1.0,-1.0,
despondent,-1.0,-1.0,-1.0,-1.0,-1.0
despondently,-1.0,-1.0,-1.0,-1.0,-1.0
despot,-1.0,-1.0,-1.0,-1.0,-1.0
despotic,-1.0,-1.0,-1.0,-1.0,
despotism,-1.0,-1.0,-1.0,-1.0,
destabilisation,-1.0,-1.0,-1.0,-1.0,
destains,-1.0,-1.0,-1.0,-1.0,
destine,1.0,1.0,1.0,1.0,
destined,1.0,1.0,1.0,1.0,
destinies,1.0,1.0,1.0,1.0,
destiny,0.5,0.5,1.0,0.6666666666666666,
destitute,-1.0,-1.0,-1.0,-1.0,-1.0
destitution,-1.0,-1.0,-1.0,-1.0,
destroy,-1.0,-1.0,-1.0,-1.0,-1.0
destroyed,-1.0,-1.0,-1.0,-1.0,-1.0
destroyer,-1.0,-1.0,-1.0,-0.5,
destroyers,-0.575,-0.575,-0.575,-0.575,
destroying,-1.0,-1.0,-1.0,-1.0,-1.0
destroys,-1.0,-1.0,-1.0,-1.0,-1.0
destruct,-1.0,-1.0,-1.0,-1.0,-1.0
destructed,-0.475,-0.475,-0.475,-0.475,
destructibility,-0.45,-0.45,-0.45,-0.45,
destructible,-0.375,-0.375,-0.375,-0.375,
destructing,-0.625,-0.625,-0.625,-0.625,
destruction,-1.0,-1.0,-1.0,-1.0,-1.0
destructionist,-0.65,-0.65,-0.65,-0.65,
destructionists,-0.525,-0.525,-0.525,-0.525,
destructions,-0.575,-0.575,-0.575,-0.575,
destructive,-1.0,-1.0,-1.0,-1.0,-1.0
destructively,-0.6,-0.6,-0.6,-0.6,
destructiveness,-0.6,-0.6,-0.6,-0.6,
destructivity,-0.55,-0.55,-0.55,-0.55,
destructs,-0.6,-0.6,-0.6,-0.6,
desultory,-1.0,-1.0,-1.0,-1.0,-1.0
detachable,-1.0,-1.0,-1.0,-1.0,-1.0
detached,-1.0,-1.0,-1.0,-1.0,-1.0
detain,-1.0,-1.0,-1.0,-1.0,-1.0
detained,-1.0,-1.0,-1.0,-1.0,-1.0
detention,-1.0,-1.0,-1.0,-1.0,-1.0
deter,-1.0,-1.0,-1.0,-1.0,-1.0
deteriorate,-1.0,-1.0,-1.0,-1.0,-1.0
deteriorating,-1.0,-1.0,-1.0,-1.0,-1.0
deterioration,-1.0,-1.0,-1.0,-1.0,-1.0
determinable,0.225,0.225,0.225,0.225,
determinableness,0.05,0.05,0.05,0.05,
determinably,0.225,0.225,0.225,0.225,
determinacy,0.25,0.25,0.25,0.25,
determinant,0.05,0.05,0.05,0.05,
determinantal,-0.075,-0.075,-0.075,-0.075,
determinate,0.2,0.2,0.2,0.2,
determinately,0.3,0.3,0.3,0.3,
determinateness,0.275,0.275,0.275,0.275,
determination,1.0,1.0,0.8083333333333332,0.425,
determinations,0.2,0.2,0.2,0.2,
determinative,0.275,0.275,0.275,0.275,
determinatives,0.225,0.225,0.225,0.225,
determinator,0.275,0.275,0.275,0.275,
determined,0.35,0.35,0.35,0.35,
deterrent,-1.0,-1.0,-1.0,-1.0,-1.0
detest,-1.0,-1.0,-1.0,-1.0,-1.0
detestable,-1.0,-1.0,-1.0,-1.0,-1.0
detestably,-1.0,-1.0,-1.0,-1.0,
detested,-1.0,-1.0,-1.0,-1.0,
detesting,-1.0,-1.0,-1.0,-1.0,
detests,-1.0,-1.0,-1.0,-1.0,
detract,-1.0,-1.0,-1.0,-1.0,-1.0
detracted,-1.0,-1.0,-1.0,-1.0,-1.0
detracting,-1.0,-1.0,-1.0,-1.0,-1.0
detraction,-1.0,-1.0,-1.0,-1.0,-1.0
detracts,-1.0,-1.0,-1.0,-1.0,-1.0
detriment,-1.0,-1.0,-1.0,-1.0,-1.0
detrimental,-1.0,-1.0,-1.0,-1.0,-1.0
devastate,-1.0,-1.0,-1.0,-0.775,
devastated,-1.0,-1.0,-1.0,-1.0,-1.0
devastates,-0.85,-0.85,-1.0,-0.7,
devastating,-1.0,-1.0,-1.0,-1.0,-1.0
devastatingly,-1.0,-1.0,-1.0,-1.0,-1.0
devastation,-1.0,-1.0,-1.0,-1.0,-1.0
devastations,-0.475,-0.475,-0.475,-0.475,
devastative,-0.8,-0.8,-0.8,-0.8,
devastator,-0.7,-0.7,-0.7,-0.7,
devastators,-0.725,-0.725,-0.725,-0.725,
deviate,-1.0,-1.0,-1.0,-1.0,
deviation,-1.0,-1.0,-1.0,-1.0,
devil,-1.0,-1.0,-1.0,-1.0,-1.0
deviled,1.0,1.0,1.0,1.0,1.0
devilfish,-0.2,-0.2,-0.2,-0.2,
devilfishes,-0.15,-0.15,-0.15,-0.15,
deviling,-0.55,-0.55,-0.55,-0.55,
devilish,-1.0,-1.0,-1.0,-0.525,
devilishly,1.0,1.0,1.0,1.0,1.0
devilishness,-0.575,-0.575,-0.575,-0.575,
devilkin,-0.6,-0.6,-0.6,-0.6,
devilled,1.0,1.0,1.0,1.0,1.0
devilling,-0.45,-0.45,-0.45,-0.45,
devilment,-1.0,-1.0,-1.0,-0.475,
devilments,-0.275,-0.275,-0.275,-0.275,
devilries,-0.4,-0.4,-0.4,-0.4,
devilry,-1.0,-1.0,-1.0,-0.7,
devils,-1.0,-1.0,-1.0,-1.0,-1.0
deviltries,-0.375,-0.375,-0.375,-0.375,
deviltry,-0.7,-0.7,-0.7,-0.7,
devilwood,-0.2,-0.2,-0.2,-0.2,
devilwoods,-0.25,-0.25,-0.25,-0.25,
devious,-1.0,-1.0,-1.0,-1.0,-1.0
deviously,-1.0,-1.0,-1.0,-1.0,
deviousness,-1.0,-1.0,-1.0,-1.0,
devoid,-1.0,-1.0,-1.0,-1.0,-1.0
devote,1.0,1.0,1.0,1.0,1.0
devoted,1.0,1.0,1.0,1.0,1.0
devotedly,0.4,0.4,0.4,0.4,
devotedness,0.5,0.5,0.5,0.5,
devotee,1.0,1.0,1.0,1.0,1.0
devotees,1.0,1.0,1.0,1.0,1.0
devotement,0.375,0.375,0.375,0.375,
devotements,0.275,0.275,0.275,0.275,
devotes,1.0,1.0,1.0,1.0,1.0
devoting,1.0,1.0,1.0,1.0,1.0
devotion,1.0,1.0,1.0,1.0,1.0
devotional,1.0,1.0,1.0,1.0,1.0
devotionally,0.55,0.55,0.55,0.55,
devotionals,0.3,0.3,0.3,0.3,
devotions,1.0,1.0,1.0,1.0,1.0
devout,1.0,1.0,1.0,1.0,1.0
dexterity,1.0,1.0,1.0,1.0,1.0
dexterous,1.0,1.0,1.0,1.0,1.0
dexterously,1.0,1.0,1.0,1.0,
dextrous,1.0,1.0,1.0,1.0,
diabolic,-1.0,-1.0,-1.0,-1.0,
diabolical,-1.0,-1.0,-1.0,-1.0,-1.0
diabolically,-1.0,-1.0,-1.0,-1.0,-1.0
diametrically,-1.0,-1.0,-1.0,-1.0,-1.0
diamond,1.0,1.0,1.0,1.0,1.0
diappointed,-1.0,-1.0,-1.0,-1.0,-1.0
diatribe,-1.0,-1.0,-1.0,-1.0,-1.0
